ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT,image
0.1481190323829651,0.01831359975039959,0.010686174035072327,0.006457359995692968,0.7051136493682861,0.02636015973985195,0.01523447036743164,0.06971558183431625,img_00005.jpg
0.4695332944393158,0.02147895283997059,0.011066142469644547,0.006941637489944696,0.35665783286094666,0.029507877305150032,0.015320710837841034,0.0894935354590416,img_00007.jpg
0.5622822642326355,0.046578485518693924,0.028756415471434593,0.019100286066532135,0.07428470253944397,0.10627058893442154,0.02689346857368946,0.13583379983901978,img_00009.jpg
0.4393436908721924,0.06125384569168091,0.03726278617978096,0.023168563842773438,0.08213263005018234,0.13767732679843903,0.049708008766174316,0.16945309937000275,img_00018.jpg
0.495123952627182,0.05877772346138954,0.027884358540177345,0.016970520839095116,0.08279751241207123,0.10439678281545639,0.04555239900946617,0.1684967279434204,img_00027.jpg
0.594900369644165,0.06205017492175102,0.02821148931980133,0.015796415507793427,0.07922693341970444,0.061305295675992966,0.025610188022255898,0.132899209856987,img_00030.jpg
0.4443809986114502,0.050117623060941696,0.02230258472263813,0.01344712171703577,0.07362522929906845,0.09824597090482712,0.06495096534490585,0.2329295128583908,img_00040.jpg
0.6200492978096008,0.023792408406734467,0.011594395153224468,0.006680420134216547,0.20337527990341187,0.027626609429717064,0.01544137578457594,0.09144017100334167,img_00046.jpg
0.6773881912231445,0.03578941896557808,0.01814841479063034,0.011762931011617184,0.06493926793336868,0.049469102174043655,0.019816087558865547,0.12268656492233276,img_00053.jpg
0.4649503529071808,0.051083099097013474,0.03623181954026222,0.031491443514823914,0.10311976820230484,0.1234268918633461,0.03100150264799595,0.15869508683681488,img_00071.jpg
0.3774911165237427,0.05548940598964691,0.021995052695274353,0.013635692186653614,0.22928285598754883,0.08978105336427689,0.03959055617451668,0.17273427546024323,img_00075.jpg
0.3149220645427704,0.06083332374691963,0.05997176095843315,0.011061678640544415,0.08497703075408936,0.06812255084514618,0.03376486152410507,0.36634671688079834,img_00102.jpg
0.6173763275146484,0.03938690200448036,0.014875628054141998,0.00778811564669013,0.13423700630664825,0.03385671600699425,0.01703576184809208,0.1354435831308365,img_00103.jpg
0.7212918400764465,0.020956018939614296,0.010790430009365082,0.006611973512917757,0.11746037006378174,0.026999006047844887,0.015254288911819458,0.08063601702451706,img_00109.jpg
0.1480104625225067,0.01830955781042576,0.010685279965400696,0.00644851615652442,0.7066907286643982,0.026359351351857185,0.01523446012288332,0.06826166808605194,img_00119.jpg
0.3549717366695404,0.06653313338756561,0.03896588087081909,0.021768704056739807,0.08057619631290436,0.18722039461135864,0.035350169986486435,0.21461378037929535,img_00120.jpg
0.660178005695343,0.035531241446733475,0.02012067474424839,0.013361841440200806,0.0682891383767128,0.06338845938444138,0.019415363669395447,0.11971525102853775,img_00125.jpg
0.14919593930244446,0.025651132687926292,0.07384214550256729,0.006811546627432108,0.04551213979721069,0.0307143684476614,0.01960945501923561,0.6486632227897644,img_00128.jpg
0.41082191467285156,0.06130720302462578,0.02806112729012966,0.016319021582603455,0.07218275219202042,0.11225614696741104,0.0751226469874382,0.22392916679382324,img_00129.jpg
0.14821480214595795,0.018320169299840927,0.010694778524339199,0.006484027951955795,0.6991686820983887,0.026366187259554863,0.015234521590173244,0.07551690936088562,img_00133.jpg
0.2586900293827057,0.0601511113345623,0.024663172662258148,0.009624107740819454,0.08491265028715134,0.06033648923039436,0.024088511243462563,0.47753390669822693,img_00138.jpg
0.14816251397132874,0.022591592743992805,0.043042395263910294,0.0064555928111076355,0.04086163267493248,0.026550807058811188,0.01617070473730564,0.6961647868156433,img_00141.jpg
0.2748996317386627,0.0716305822134018,0.04746616259217262,0.01320794690400362,0.062245529145002365,0.04612989351153374,0.024744486436247826,0.45967575907707214,img_00152.jpg
0.14820034801959991,0.019173653796315193,0.03439103439450264,0.006501669529825449,0.040567267686128616,0.027163706719875336,0.018777308985590935,0.7052249908447266,img_00161.jpg
0.29761162400245667,0.04474376514554024,0.020444344729185104,0.011542937718331814,0.3886740207672119,0.0734185129404068,0.03947552666068077,0.12408938258886337,img_00164.jpg
0.6937975883483887,0.02932598441839218,0.013537295162677765,0.010912825353443623,0.07599521428346634,0.054168760776519775,0.01785358600318432,0.10440871864557266,img_00170.jpg
0.46815189719200134,0.041544489562511444,0.027928998693823814,0.03907152637839317,0.06612203270196915,0.20435315370559692,0.02712484449148178,0.12570303678512573,img_00171.jpg
0.14890797436237335,0.018767375499010086,0.010696201585233212,0.006455080583691597,0.6980050206184387,0.02639847807586193,0.015261922031641006,0.07550793886184692,img_00172.jpg
0.5235448479652405,0.035799846053123474,0.01891353353857994,0.03309648111462593,0.07027363777160645,0.16856719553470612,0.021329985931515694,0.12847447395324707,img_00175.jpg
0.2990732491016388,0.08111458271741867,0.04047071933746338,0.009064720943570137,0.05959272012114525,0.046414632350206375,0.02827521413564682,0.4359942376613617,img_00180.jpg
0.1480102837085724,0.01830952800810337,0.010685279034078121,0.006448490545153618,0.7067391872406006,0.026359351351857185,0.01523446012288332,0.06821341067552567,img_00196.jpg
0.2968001067638397,0.0660630464553833,0.024945445358753204,0.011206564493477345,0.061278242617845535,0.07982897013425827,0.05367627739906311,0.4062013626098633,img_00212.jpg
0.6565530896186829,0.03734559193253517,0.017856523394584656,0.01214419025927782,0.07337243109941483,0.061241429299116135,0.018235575407743454,0.12325114011764526,img_00223.jpg
0.6330083012580872,0.04395052790641785,0.017522701993584633,0.012515651993453503,0.07108376175165176,0.07648622989654541,0.020007533952593803,0.125425323843956,img_00230.jpg
0.167092427611351,0.13489587604999542,0.018831340596079826,0.060137491673231125,0.046062320470809937,0.029192021116614342,0.3174983859062195,0.22629016637802124,img_00232.jpg
0.30228543281555176,0.03484293445944786,0.0173612330108881,0.011033102869987488,0.3572421967983246,0.04198293015360832,0.018741222098469734,0.21651093661785126,img_00244.jpg
0.47196879982948303,0.055760707706213,0.046966876834630966,0.013033655472099781,0.08406577259302139,0.07526969164609909,0.02809499017894268,0.2248394936323166,img_00272.jpg
0.5332641005516052,0.04662628844380379,0.02175709791481495,0.013158357702195644,0.1277506798505783,0.07040462642908096,0.024216219782829285,0.16282261908054352,img_00280.jpg
0.4569898545742035,0.03951345011591911,0.027578353881835938,0.04452162981033325,0.06373438239097595,0.21868081390857697,0.026319876313209534,0.12266168743371964,img_00282.jpg
0.5148561000823975,0.0530681312084198,0.03166860342025757,0.020438434556126595,0.08121372014284134,0.11693235486745834,0.03161321580410004,0.150209441781044,img_00285.jpg
0.5162821412086487,0.059545595198869705,0.03467143326997757,0.016534294933080673,0.09812551736831665,0.08856061846017838,0.02884701080620289,0.1574334055185318,img_00289.jpg
0.4551391303539276,0.06301448494195938,0.03451837599277496,0.021456435322761536,0.08089163899421692,0.12644390761852264,0.04647534713149071,0.17206068336963654,img_00292.jpg
0.4177197515964508,0.05904259905219078,0.028147654607892036,0.016722094267606735,0.07351020723581314,0.11851606518030167,0.068131223320961,0.21821041405200958,img_00302.jpg
0.7653304934501648,0.020043084397912025,0.011013076640665531,0.007351385895162821,0.062418386340141296,0.027645306661725044,0.015301625244319439,0.0908966064453125,img_00311.jpg
0.7459638118743896,0.022319955751299858,0.010873261839151382,0.006863072980195284,0.09140870720148087,0.0272519588470459,0.015274874866008759,0.08004440367221832,img_00320.jpg
0.6386123299598694,0.03365589678287506,0.017742402851581573,0.013292375952005386,0.08365615457296371,0.058802831918001175,0.019335424527525902,0.13490259647369385,img_00331.jpg
0.3757854402065277,0.05994519591331482,0.044221267104148865,0.022864164784550667,0.08193596452474594,0.15857529640197754,0.0500478632748127,0.2066248208284378,img_00358.jpg
0.46983668208122253,0.04526835307478905,0.014311544597148895,0.011734905652701855,0.1929657906293869,0.04863962158560753,0.027307935059070587,0.18993516266345978,img_00374.jpg
0.4088679254055023,0.06218435987830162,0.03434513509273529,0.020662197843194008,0.09548169374465942,0.11778897047042847,0.03495558723807335,0.22571416199207306,img_00375.jpg
0.4366302192211151,0.06135280802845955,0.032776374369859695,0.020103685557842255,0.07805676013231277,0.12947972118854523,0.05532880127429962,0.18627166748046875,img_00376.jpg
0.45916756987571716,0.05845917761325836,0.03573012724518776,0.02291647344827652,0.08312500268220901,0.13505668938159943,0.0428043007850647,0.16274067759513855,img_00380.jpg
0.6728621125221252,0.039092764258384705,0.013946264050900936,0.010095606558024883,0.07863923162221909,0.0426759272813797,0.017129449173808098,0.12555865943431854,img_00383.jpg
0.31160297989845276,0.03538019582629204,0.025411248207092285,0.01329087559133768,0.28621527552604675,0.07458508759737015,0.02941366471350193,0.22410063445568085,img_00398.jpg
0.7664615511894226,0.01849306933581829,0.010687856934964657,0.006479368079453707,0.08455759286880493,0.026449548080563545,0.015234583057463169,0.07163647562265396,img_00407.jpg
0.3016454875469208,0.05470049008727074,0.022624030709266663,0.01203103456646204,0.0664762631058693,0.09855271130800247,0.047285716980695724,0.3966842591762543,img_00417.jpg
0.43518638610839844,0.05883974954485893,0.04603981599211693,0.025439539924263954,0.08586689829826355,0.12087491154670715,0.045492932200431824,0.1822597235441208,img_00432.jpg
0.34346017241477966,0.058545488864183426,0.04475581273436546,0.019603954628109932,0.06976499408483505,0.11511018127202988,0.09624636918306351,0.25251302123069763,img_00442.jpg
0.4784787595272064,0.05163596197962761,0.03140026703476906,0.02500113658607006,0.08292105048894882,0.14344434440135956,0.03834734112024307,0.14877121150493622,img_00446.jpg
